dewp_temp,feat01,feat02,feat03,feat04,feat05,feat06,feat07,feat08,feat09,feat10,holiday,hour,humidity,rainfall,rented_bike_count,snowfall,solar_radiation,temperature,visibility,wind_speed,weekend,Autumn,Spring,Summer,Winter,rainfall_binary,snowfall_binary
7.1,0.0562446946278214,0.1766272413078695,0.8603358308319002,0.2907245182432234,0.206794376950711,0.191590660251677,0.8898842767812312,0.4789179006967706,0.5230851699328707,0.0155724287033081,0,15,39,0.0,1025,0.0,2.09,21.7,1979,3.3,0,0,1,0,0,0,0
-15.8,0.154964244691655,0.7789499131031334,0.977465636562556,0.295374080305919,0.1205417402088642,0.0110571151599287,0.3928434872068465,0.6441874946769828,0.3235734999404575,0.0667137270793318,0,20,38,0.0,398,0.0,0.0,-3.6,2000,3.0,0,0,0,0,1,0,0
-1.5,0.9026427136268468,0.4678762305993587,0.4849030310288071,0.3900076667778194,0.2548527277540415,0.7556137756910175,0.2516569073777646,0.3389412926005178,0.2791389329837219,0.4146618412341922,0,10,81,0.0,188,0.0,0.21,1.4,255,2.1,0,0,0,0,1,0,0
-5.1,0.789546534884721,0.1829776316881179,0.5757662400137633,0.8153071796987206,0.9111063585150988,0.2553682054858655,0.7979224987793714,0.5046757112190587,0.5999947169101542,0.4808987902943045,0,22,68,0.0,149,1.0,0.0,0.1,740,4.6,0,0,0,0,1,0,1
-12.6,0.0031125268433243,0.3589932965114712,0.0386541970074176,0.744500559521839,0.3124268031679094,0.0982156987302005,0.8919874508865178,0.4010418392931512,0.4601657325879019,0.2812790249008685,1,17,37,0.0,423,0.0,1.23,0.4,1366,5.2,0,0,1,0,0,0,0
10.9,0.5606908884365112,0.8009928695391864,0.1883622317109257,0.8177355255465955,0.9099467201158404,0.9704457325860858,0.5594010162167251,0.7620254717211785,0.6781378507734226,0.0199827454052865,0,6,61,0.0,807,0.0,0.03,18.6,2000,0.8,0,0,0,1,0,0,0
-1.8,0.1255519264377653,0.487971652764827,0.0972856709267944,0.3146749846637249,0.0678720723371952,0.2481680351775139,0.5488004584331065,0.87335586130962,0.5361769673352745,0.957085237139836,0,8,67,0.0,1907,0.0,0.15,3.7,1987,1.8,0,1,0,0,0,0,0
19.6,0.0449975850060582,0.9643907221034168,0.7920768400654197,0.9225681144744158,0.23149952176027,0.4499365307856351,0.3716858690604567,0.3654693032578237,0.4156005494220002,0.3440143263433128,0,9,96,6.5,19,0.0,0.06,20.3,143,1.1,0,0,0,1,0,1,0
-13.7,0.0757387774065136,0.9851817565504462,0.3435142512898892,0.2986110688652843,0.8720111399888992,0.5465903701260686,0.8133246346842498,0.6956785637962652,0.5022317388398432,0.9657687318976969,1,16,28,0.0,310,0.0,0.51,3.0,1864,2.5,0,0,0,0,1,0,0
16.0,0.4103630215395242,0.5530406394973397,0.0829920617397874,0.5050891968421638,0.070481915725395,0.3728680973872542,0.2704604030586779,0.5318542630797723,0.3256384394358501,0.234337990405038,0,3,86,0.0,238,0.0,0.0,18.4,360,0.6,0,0,1,0,0,0,0
13.7,0.5617850215639919,0.9929559684824198,0.1632239315658807,0.1456112272571772,0.4170595807954669,0.3030982464551925,0.8309479597955942,0.6093601300255294,0.2048616140779681,0.7655117290560156,0,8,98,0.0,397,0.0,0.26,14.1,834,1.3,1,0,1,0,0,0,0
-1.1,0.5435226398985833,0.6908296456094831,0.2516992797609418,0.6411526040174067,0.3181639108806848,0.0939377015456557,0.2739046611823141,0.4675964873084667,0.3213894176595833,0.0732587159145623,0,4,67,0.0,88,0.0,0.0,4.5,1175,0.9,0,1,0,0,0,0,0
-12.7,0.2622309580910951,0.5346799311228096,0.1047190728131681,0.5627565518952906,0.3887566535267979,0.3695396184921264,0.232925561722368,0.5641842827185007,0.4148091879785175,0.7232110500335693,0,21,15,0.0,1241,0.0,0.0,13.4,2000,2.7,0,0,1,0,0,0,0
8.4,0.5978290447965264,0.304217149503529,0.6684650680981576,0.0679653387051075,0.8302565370686352,0.2975884799379855,0.7820478561334312,0.8385706535504073,0.7943797468516784,0.3304966271389276,0,17,38,0.0,2349,0.0,1.04,23.6,2000,1.4,0,1,0,0,0,0,0
-16.7,0.027709862915799,0.3461313147563487,0.7352967783808708,0.6180722820572555,0.0068324215244501,0.9402310103178024,0.1092285520862788,0.6522940506814249,0.5080387173133746,0.0034524633083492,0,18,35,0.0,612,0.0,0.0,-3.5,1414,1.1,0,0,0,0,1,0,0
-9.3,0.0844300989992916,0.2138667076360434,0.0942415983881801,0.575213291682303,0.3976339385844767,0.1360986363142728,0.7377134740818292,0.4542504520059961,0.6767880992747837,0.5498460594099015,0,5,66,0.0,55,2.6,0.0,-3.9,1209,0.7,0,0,0,0,1,0,1
-19.4,0.2591261346824467,0.1736381915397942,0.4216508592944592,0.8010397125035524,0.3695237229112535,0.0646542950998991,0.8566639274358749,0.7416640418199553,0.5595056216036703,0.5630370783619583,0,22,45,0.0,92,0.0,0.0,-9.7,2000,3.0,1,0,0,0,1,0,0
5.3,0.1529736560769379,0.9594004438258708,0.1340961088426411,0.5068410879466683,0.6413249238394201,0.3188289771787822,0.3299496951512992,0.3114460961035536,0.5926912853860813,0.0343789844773709,0,18,45,0.0,2574,0.0,0.75,17.4,1092,3.1,0,0,1,0,0,0,0
-7.9,0.3679079955909401,0.6142110149376094,0.9265738015528768,0.0397401361260563,0.945084390696138,0.0187922241166234,0.1223714563529938,0.2635629938185745,0.5109426346929983,0.1341717422474175,0,17,30,0.0,646,0.0,0.96,8.7,1117,3.1,0,0,0,0,1,0,0
-20.6,0.8737114956602454,0.3654048941098153,0.0391512962523847,0.1585139720700681,0.1458343008998781,0.7781071600038558,0.1682239365763962,0.4991522658962686,0.5032582485963556,0.5683286977000535,0,18,43,0.0,352,0.0,0.02,-10.4,1985,2.3,0,0,0,0,1,0,0
-13.9,0.5680298577062786,0.3128814129158854,0.2913809872698039,0.7254494270309806,0.8916677262168378,0.0824235226027667,0.3816180953290313,0.2561048714846745,0.1905330757298566,0.8798359751235694,0,3,47,0.0,169,0.0,0.0,-4.3,1992,0.6,1,0,0,0,1,0,0
-3.9,0.111160704633221,0.1830852841958403,0.8848448772914708,0.1405631531961262,0.8307368245441467,0.7896985455881804,0.9233286078087986,0.6094187191814465,0.3694124587088503,0.935148150427267,0,2,88,0.0,132,2.2,0.0,-2.2,348,1.4,0,0,0,0,1,0,1
19.4,0.6874422542750835,0.0348978354595601,0.167300536064431,0.2471773880533874,0.3130020971875638,0.8401076700538397,0.6858572443015873,0.5873536056071317,0.6376459464447344,0.9781795705202968,0,20,95,1.0,48,0.0,0.02,20.3,1372,0.8,0,0,0,1,0,1,0
7.4,0.8835953145753592,0.5032115266658366,0.2084439175669103,0.6913239739369601,0.0183272310532629,0.2086556176654994,0.6589568934869021,0.6103570920077885,0.7157703363795491,0.5558501805644482,0,15,32,0.0,1814,0.0,2.42,25.4,1980,3.8,1,1,0,0,0,0,0
-0.2,0.1166998527478426,0.4630428177770227,0.8961544663179666,0.5438688267022371,0.3686880604363978,0.0735178960021585,0.8298227330669761,0.5998137296885027,0.3181547809962651,0.8036194483283907,0,14,57,0.0,398,0.0,1.34,7.8,675,3.5,0,0,0,0,1,0,0
12.1,0.0386836568359285,0.238350429572165,0.3615464279428124,0.504499365342781,0.3056514249183237,0.4168196339160204,0.281561164651066,0.7393220750201901,0.7162261376522471,0.3169175938237458,0,12,50,0.0,1442,0.0,2.45,23.2,1988,2.2,1,0,0,1,0,0,0
2.3,0.7182255475781858,0.4090567140374332,0.5880991593003273,0.6414828028064221,0.28019570116885,0.4216471780091524,0.481945032486692,0.6347586782426586,0.4048315218294293,0.4625094782095402,0,13,30,0.0,1084,0.0,2.67,20.6,1048,2.4,0,0,1,0,0,0,0
7.7,0.8624255794566125,0.660775188356638,0.1079895291477441,0.195822172332555,0.355978557607159,0.1568583461921662,0.5310157926287502,0.7285770561341396,0.5647006439800522,0.2771004093810916,0,9,37,0.0,1243,0.0,1.28,23.3,1336,0.4,0,0,0,1,0,0,0
16.3,0.280742492293939,0.0989717403426766,0.8550272234715521,0.9954705769196152,0.3899177394341677,0.1158161526545882,0.5912491139024496,0.4195086520448989,0.317977393783519,0.0919197672046721,0,5,91,0.0,288,0.0,0.0,17.8,393,2.2,0,0,0,1,0,0,0
5.6,0.3886748666409403,0.4413547632284462,0.0173945880960673,0.8960471379105002,0.0070817908272147,0.7672711545601487,0.9683124162256718,0.6060051166630798,0.6056232579947686,0.6846240644808859,0,16,66,0.0,1126,0.0,0.44,11.8,687,3.0,0,1,0,0,0,0,0
-23.0,0.3698670382145792,0.1631047674454748,0.6083039829973131,0.415675769560039,0.71554039651528,0.121560322586447,0.8066706364043057,0.6496989648863407,0.4841486194949461,0.4883480332791805,0,16,34,0.0,181,1.0,0.74,-10.1,2000,4.3,0,0,0,0,1,0,1
13.9,0.4084938585292548,0.3916946048848331,0.3760795088019222,0.1930305913556367,0.3725875001400709,0.9069103004876524,0.1577913116198033,0.6443615448674492,0.4709237431550248,0.2085191782098263,0,20,62,0.0,2579,0.0,0.09,21.6,2000,3.3,0,0,0,1,0,0,0
-15.4,0.5322998682968318,0.4837930868379771,0.6676568468101323,0.6306342661846429,0.5228665443137288,0.6205905613023788,0.2851426093839109,0.5548917218053135,0.4860220778242592,0.5894343319814652,0,10,39,0.0,204,0.0,0.54,-3.5,1946,2.0,1,0,0,0,1,0,0
-1.2,0.3690619312692433,0.0154879945330321,0.2986159874126315,0.4419371692929417,0.7334538954310119,0.2526049138978123,0.0102603575214743,0.3706311700707227,0.3745745684711382,0.0860318837221711,0,22,82,0.0,160,2.6,0.0,1.5,537,2.4,0,0,0,0,1,0,1
9.2,0.5651666738558561,0.4889937159605324,0.1095546747092157,0.915856273844838,0.9068210844416172,0.4371710042469203,0.6516539461445063,0.4565556666389165,0.5706239536835483,0.9564452110789716,0,15,33,0.0,1792,0.0,2.65,26.9,1997,2.9,1,1,0,0,0,0,0
6.3,0.3108692287933081,0.5485790588427335,0.8577835466712713,0.646489548496902,0.1049623903818428,0.4492870876565575,0.3102997089736163,0.4541343938638961,0.3653905534243522,0.274700372479856,0,2,73,0.0,397,0.0,0.0,11.0,816,1.5,1,0,1,0,0,0,0
-1.2,0.8454144969582558,0.1659930951427668,0.4759649098850786,0.5146699813194573,0.2539784465916455,0.0652191720437258,0.7140622967854142,0.4496030640988463,0.4148372068846696,0.3714206148870289,0,9,90,1.6,31,4.3,0.0,0.2,305,1.0,1,0,0,0,1,1,1
21.3,0.2920654115732759,0.7814719835296273,0.4065794451162219,0.8649185583926737,0.4597468781284988,0.7813299037516117,0.9565168619155884,0.4940561400800763,0.6343747909516635,0.6291594235226512,1,10,49,0.0,547,0.0,2.09,33.5,1937,1.0,0,0,0,1,0,0,0
-1.7,0.1034942148253321,0.5461020634975284,0.1902874500956386,0.4678982764016837,0.826707657193765,0.2803774836938828,0.3188587827607989,0.6049339446048453,0.6720845025744466,0.3809311054646969,0,8,58,0.0,293,0.0,0.11,5.9,861,1.8,1,0,1,0,0,0,0
15.5,0.6039174071047455,0.9245190122164786,0.1820030701346695,0.2090709374751895,0.9874431763309984,0.8331891631241888,0.5952101873699576,0.7395640192422588,0.5876057037077121,0.0277057215571403,0,19,63,0.0,2489,0.0,0.03,23.0,2000,3.1,0,1,0,0,0,0,0
-7.4,0.0749393040314316,0.2131573990918696,0.6695756006520241,0.1698812139220535,0.7743661035783589,0.7505573439411819,0.4261816719081253,0.5278600720411384,0.4225923457654157,0.8914900086820126,0,0,60,0.0,228,0.0,0.0,-0.6,1433,0.6,1,0,0,0,1,0,0
-16.1,0.3112498028203845,0.3172738971188664,0.2861589379608631,0.7925582786556333,0.3362311352975666,0.3718371433205902,0.4092918327078223,0.6794588596193505,0.412982431044339,0.6148426078725606,0,12,31,0.0,240,1.3,1.2,-1.1,1869,1.3,0,0,0,0,1,0,1
20.1,0.6104256461840123,0.7824150393716991,0.7971495939418674,0.1409809165634215,0.2781131027732044,0.1292902745772153,0.1881974453572183,0.2685019978638799,0.3042443984146555,0.6774463162291795,0,7,89,0.5,25,0.0,0.08,22.1,1617,0.5,1,0,0,1,0,1,0
8.1,0.4086013082414865,0.7537027557846159,0.3996336380951106,0.3747652459423989,0.5491634428035468,0.0878749794792383,0.2244612302165478,0.6773990559593518,0.4202112104267914,0.9605707223527132,0,1,74,0.0,672,0.0,0.0,12.7,392,1.8,1,0,1,0,0,0,0
23.2,0.2279048175550997,0.6773847942240536,0.8860706032719463,0.6283793183974922,0.1202258656267076,0.1487279594875872,0.3210366924759,0.4729025106720682,0.6528672080703872,0.9911450669169426,0,23,84,0.0,1439,0.0,0.0,26.2,1646,1.0,0,0,0,1,0,0,0
13.1,0.0502988861408084,0.047970424639061,0.7966200727969408,0.6918216485064477,0.9053195780143142,0.1880167000927031,0.9926989991217852,0.5236581420397466,0.7252266935112366,0.8013992754276842,0,22,45,0.0,1787,0.0,0.0,26.0,2000,1.7,0,0,0,1,0,0,0
11.6,0.5506056784652174,0.0017183693125844,0.2823198975529521,0.3930616662837565,0.2916472083888948,0.0099239838309586,0.6591057521291077,0.8696715137497197,0.4787770566522861,0.1034382053185254,0,3,82,0.0,249,0.0,0.0,14.7,1822,0.8,0,0,1,0,0,0,0
2.8,0.0155584635213017,0.6426772754639387,0.6651000520214438,0.8921177512966096,0.3644679540302604,0.694276005262509,0.3831015392206609,0.7467150957080676,0.4921956183330302,0.1469098436646163,0,23,62,0.0,447,0.0,0.0,9.8,535,0.6,0,0,1,0,0,0,0
-24.6,0.556093615014106,0.4151648315601051,0.8648538903798908,0.0686687054112553,0.1076472254935652,0.2193031241185963,0.2236419934779405,0.5850935943543458,0.4839971167062344,0.6253197465557605,0,13,23,0.0,166,0.0,1.28,-6.9,1963,4.6,0,0,0,0,1,0,0
3.9,0.4800394221674651,0.0953586329706013,0.6709601492621005,0.5692810209002346,0.0943542760796845,0.7559414664283395,0.8935667995829135,0.4589102866868949,0.5929397468099954,0.2021966266911476,0,8,76,0.0,2070,0.0,0.25,7.9,1290,1.2,0,1,0,0,0,0,0
6.3,0.5532262441702187,0.3877854677848518,0.1943141482770443,0.1538421686273068,0.3419178202748298,0.7706343268509954,0.7533999937586486,0.4654059926666321,0.3343178184574067,0.6983654962386936,0,4,97,2.0,9,0.0,0.0,6.8,453,2.2,0,0,1,0,0,1,0
-13.8,0.4446130907163024,0.9218748402781785,0.9038875757250936,0.9323878607247024,0.3614588701166212,0.7738928638864309,0.5161148738116026,0.3814239659157369,0.1344650461187358,0.2211788503918796,0,6,52,0.0,38,0.0,0.0,-5.5,1503,0.7,1,0,0,0,1,0,0
16.2,0.3466015406884253,0.7230125186033547,0.8668978328350931,0.9647373748011888,0.732780392980203,0.7878241303842515,0.27367799798958,0.7105198416357075,0.4192407648326213,0.631105778971687,0,4,82,0.0,304,0.0,0.0,19.4,531,0.9,1,0,0,1,0,0,0
15.2,0.9930091020651162,0.7484740884974599,0.9024390019476414,0.0073172205593436,0.3592679058201611,0.1988925104960799,0.4305907732341438,0.5635992615191577,0.3129629588535818,0.6861868905834854,0,2,63,0.0,387,0.0,0.0,22.7,2000,0.9,0,0,0,1,0,0,0
-20.1,0.0747939141001552,0.5829570738133043,0.7942679333500564,0.3318957013543695,0.6145682143978775,0.8906021565198898,0.3035604590550065,0.5196652968793263,0.6197898447550217,0.4056787139270454,0,18,36,0.0,392,0.0,0.11,-7.6,2000,3.3,0,0,0,0,1,0,0
4.1,0.1134896853473037,0.0287826147396117,0.281578071648255,0.6291082885582,0.8504384909756482,0.4635464623570442,0.367438729852438,0.1952124004533975,0.3689610737821566,0.2282633769791573,0,3,74,0.0,262,0.0,0.0,8.5,2000,1.3,0,1,0,0,0,0,0
2.1,0.3817482769954949,0.9731868552044034,0.8023190819658339,0.840664571383968,0.7666255093645304,0.4760406748391688,0.255208300659433,0.6286903015138149,0.3031414845035212,0.8399305292405188,0,12,61,0.0,672,0.0,0.85,9.3,390,1.5,0,1,0,0,0,0,0
-8.7,0.6004652793053538,0.8956494387239218,0.0302804168313741,0.2706198985688388,0.6061644104775041,0.527365985326469,0.1659261854365468,0.6968707894412771,0.5402736297630835,0.2937963346485048,0,0,36,0.0,450,0.0,0.0,5.1,774,2.2,0,1,0,0,0,0,0
11.8,0.6949740538839251,0.7163660358637571,0.410907186102122,0.5797315048985183,0.1442921662237495,0.368646920658648,0.0398521549068391,0.3634298653907926,0.4313638762270506,0.2912484703119844,0,8,72,0.3,208,0.0,0.04,16.9,2000,1.3,0,1,0,0,0,1,0
-19.2,0.8610985784325749,0.2728640062268823,0.3013303088955581,0.4839267572388053,0.9280959004536272,0.3583259626757353,0.4709059137385338,0.49026597665398,0.5165356763367999,0.2269167979247868,0,6,54,0.0,23,0.0,0.0,-11.8,1917,2.4,1,0,0,0,1,0,0
14.2,0.7931621095631272,0.3676960705779493,0.362126189051196,0.8634164731483907,0.4097243973519653,0.4131808271631598,0.0491213905625045,0.6534010856741356,0.2754382307770843,0.0647564544342458,0,9,59,0.0,1360,0.0,1.77,22.7,940,2.0,0,0,0,1,0,0,0
-5.6,0.3565227289218455,0.3523912741802633,0.3942573282402009,0.965209425194189,0.6349069979041815,0.3222751708235591,0.095908855786547,0.3500668925070192,0.3131941596345767,0.855729348026216,1,11,62,0.0,142,1.1,0.88,0.8,801,2.8,1,0,0,0,1,0,1
1.4,0.9688742873258888,0.2088276881258934,0.6176931546069682,0.8288526141550392,0.6995058599859476,0.3547498723492026,0.4856544844806194,0.4264284311505784,0.6327472919158565,0.8787109195254743,0,18,35,0.0,2661,0.0,1.11,17.1,1961,3.4,0,0,1,0,0,0,0
-2.7,0.9058912920299916,0.0567826856859028,0.906229379819706,0.6579005680978298,0.9284340562298894,0.6048487639054656,0.8491757640149444,0.6107785841814545,0.5919643467114851,0.1724761098157614,0,23,81,0.0,128,2.6,0.0,0.1,551,2.9,0,0,0,0,1,0,1
20.2,0.6877053808420897,0.800254643894732,0.6689181355759501,0.6075688719283789,0.1260998377110809,0.4239676590077579,0.3198103928007185,0.6078746945510869,0.552996370813193,0.9955217486713082,0,12,45,0.0,784,0.0,2.95,33.9,1923,1.4,0,0,0,1,0,0,0
-8.1,0.8307440849021077,0.382758887251839,0.5024493674281985,0.0365744361188262,0.1257064722012728,0.258546084864065,0.35970872011967,0.4138472236810018,0.6505917372629864,0.2403146266005933,0,12,37,0.0,353,0.0,0.43,5.4,815,0.7,0,0,0,0,1,0,0
15.2,0.214901162777096,0.3025720508303493,0.963938256027177,0.5374108471442014,0.6704296616371721,0.2338783121667802,0.189780248561874,0.6866780942305483,0.4165376574005904,0.7027017415966839,0,6,83,0.0,710,0.0,0.06,18.2,448,0.6,0,0,0,1,0,0,0
-18.9,0.6682595410384238,0.0624053964857012,0.843582034111023,0.9964458348695188,0.022985269781202,0.7364662627223879,0.8564719848800451,0.6265942519462471,0.4229215880844645,0.8698187933769077,0,23,48,0.0,91,0.0,0.0,-10.0,2000,2.6,1,0,0,0,1,0,0
-3.2,0.4029878803994506,0.6778254376258701,0.4547978423070162,0.4789639548398554,0.1636557716410607,0.9148434731177986,0.2886364266742021,0.4748810967489184,0.4262865768207549,0.5981296678073704,0,14,76,0.0,116,4.2,0.17,0.5,364,0.9,0,0,0,0,1,0,1
-21.4,0.4698692639358341,0.5399873398710042,0.4655139695387333,0.488556424388662,0.1824980571400374,0.1152449555229395,0.4233318471815437,0.5519215479107812,0.4405221034484649,0.5787041478324682,0,13,34,0.0,152,0.0,2.22,-8.3,1561,4.0,1,0,0,0,1,0,0
-22.0,0.6466570121701807,0.2900236698333174,0.7155969543382525,0.1544059254229068,0.1549076044466346,0.4373636671807617,0.9454047696199268,0.8050503975419774,0.2588091100903564,0.5302126109600067,0,19,32,0.0,273,0.0,0.0,-8.2,2000,1.1,0,0,0,0,1,0,0
21.0,0.0048127672635018,0.3804096842650324,0.3587682247161865,0.0783782326616346,0.7962098300922662,0.8706380419898778,0.7017988953739405,0.5993725341504509,0.6595557417390898,0.4197209235280752,0,8,69,0.0,1728,0.0,0.7,27.2,1999,1.8,0,0,0,1,0,0,0
-17.7,0.3481426497455686,0.8599076252430677,0.1192894929554313,0.7758982521481812,0.467099993256852,0.5902091446332633,0.6739892929326743,0.6631509783843635,0.4940730102340952,0.9577485700137912,0,18,26,0.0,564,0.0,0.15,-0.5,1999,1.7,0,0,0,0,1,0,0
8.2,0.905414670240134,0.9189585568383336,0.0937667835969477,0.4645245580468327,0.6133450176566839,0.5172265837900341,0.4030624430160969,0.67951202291271,0.5127127093369115,0.3529148383531719,0,0,59,0.0,707,0.0,0.0,16.3,756,0.2,1,0,1,0,0,0,0
-22.5,0.6767507593613118,0.8385670781135559,0.0779980428051203,0.9575071486178786,0.4473775173537433,0.4556654780171811,0.9607055091764778,0.4343110678306761,0.4428605679672036,0.0506956076715141,0,13,23,0.0,228,0.0,2.12,-4.5,1937,2.6,0,0,0,0,1,0,0
4.6,0.3593443564604968,0.6026393142528832,0.3487571945879608,0.0606651825364679,0.9132956222165376,0.1120884586125612,0.3213838580995798,0.568518454680704,0.3711602800877772,0.0214443979784846,1,9,49,0.0,542,0.0,1.34,15.3,2000,1.0,0,1,0,0,0,0,0
-5.1,0.6057548720855266,0.3752778514754027,0.6201917945872992,0.5200483170337975,0.0485715712420642,0.7266355261672288,0.8357309207785875,0.5208175743555957,0.39048416678208,0.0863090029451996,0,9,29,0.0,316,0.0,1.49,12.4,1380,1.5,0,0,1,0,0,0,0
0.1,0.0172355771064758,0.9966965271160008,0.4921392886899411,0.0362140152137726,0.0057165245525538,0.7037023536395282,0.9966522278264164,0.570190062312901,0.4267598082164547,0.8356412758585066,0,5,96,0.0,91,0.0,0.0,0.7,206,1.0,0,0,1,0,0,0,0
7.2,0.6883465077262372,0.9946601786650716,0.7400702456943691,0.6301931464113295,0.6881089622620493,0.0635178904049098,0.1927413130179047,0.4052633560227504,0.5150440107038297,0.3481231089681387,0,7,84,0.0,751,0.0,0.04,9.8,2000,1.3,0,0,1,0,0,0,0
-8.0,0.8296547785867006,0.2469879866112023,0.3225400042720139,0.8906424269080162,0.0025634330231696,0.0096503167878836,0.8483808569144458,0.6508084458424453,0.5273781768134383,0.0486934776417911,0,16,35,0.0,403,0.0,1.1,6.3,1117,2.9,0,0,0,0,1,0,0
18.1,0.9880730863660574,0.7528436176944524,0.1204166552051901,0.6248954036273062,0.7771159147378057,0.6411065028514713,0.6637671762146056,0.6734990772262659,0.2066438842238244,0.1514331803191453,0,4,51,0.0,174,0.0,0.0,29.3,1498,0.9,0,0,0,1,0,0,0
-6.1,0.6872576265595853,0.8651916040107608,0.2092210035771131,0.6635711030103266,0.0393583576660603,0.9100561742670834,0.9839721769094468,0.6330773361491326,0.4917311914712362,0.600527060450986,0,23,63,0.0,260,0.0,0.0,0.1,1003,1.1,0,0,0,0,1,0,0
-5.4,0.7732751846779138,0.6168827547226101,0.171671672957018,0.5835725395008922,0.2023143069818616,0.3197000930085778,0.8728777561336756,0.6628490009427372,0.3061548450406834,0.7203435970004648,0,14,34,0.0,969,0.0,0.8,9.7,1786,1.9,1,1,0,0,0,0,0
21.8,0.9765723969321698,0.6408235176932067,0.3784393165260553,0.3779661583248526,0.3372998093254864,0.5840501796919852,0.1863832524977624,0.5270807856847907,0.3135764181761492,0.5417305387090892,0,12,97,0.0,218,0.0,0.46,22.4,945,1.0,0,0,0,1,0,0,0
22.3,0.1289570187218487,0.158692171331495,0.5943336791824549,0.7404764909297228,0.9155181064270436,0.0553492333274334,0.7547040954232216,0.3202000274145591,0.5395377756736273,0.3094452125951648,0,2,85,0.0,632,0.0,0.0,25.1,1379,1.1,1,0,0,1,0,0,0
24.0,0.4365955430548638,0.330745336599648,0.1710273656062781,0.5615939574781805,0.2534006929490715,0.6289891980122775,0.4424454239197075,0.6330687245597819,0.2746782036466684,0.9551996325608344,0,13,97,9.5,31,0.0,0.1,24.6,765,0.5,0,0,0,1,0,1,0
21.8,0.2392481553833931,0.8577268703375012,0.477854608790949,0.7450796961784363,0.5831804615445435,0.6940537081100047,0.8578350467141718,0.5683340208792789,0.5178888056554791,0.8658102452754974,0,15,66,0.0,1011,0.0,1.55,28.8,1806,0.9,0,0,0,1,0,0,0
16.8,0.9408424643334,0.5795011701993644,0.7816437999717891,0.0316397177521139,0.543086924823001,0.394344050437212,0.1994429093319922,0.6391207257514327,0.5177163469402689,0.7115876206662506,0,2,76,0.5,259,0.0,0.0,21.3,1559,2.2,0,1,0,0,0,1,0
-4.5,0.7843422007281333,0.93345753592439,0.759771317942068,0.6904065841808915,0.3133603879250586,0.8622478945180774,0.7687287328299135,0.7975665347650848,0.5294948282458505,0.7539784437976778,0,18,79,0.1,329,2.2,0.0,-1.4,702,1.6,0,0,0,0,1,0,1
