dewp_temp,feat08,feat09,holiday,hour,humidity,rainfall,rented_bike_count,snowfall,solar_radiation,temperature,visibility,wind_speed,weekend,Autumn,Spring,Summer,Winter,rainfall_binary,snowfall_binary
8.2,0.67951202291271,0.5127127093369115,0,0,59,0.0,707,0.0,0.0,16.3,756,0.2,1,0,1,0,0,0,0
-22.5,0.4343110678306761,0.4428605679672036,0,13,23,0.0,228,0.0,2.12,-4.5,1937,2.6,0,0,0,0,1,0,0
4.6,0.568518454680704,0.3711602800877772,1,9,49,0.0,542,0.0,1.34,15.3,2000,1.0,0,1,0,0,0,0,0
-5.1,0.5208175743555957,0.39048416678208,0,9,29,0.0,316,0.0,1.49,12.4,1380,1.5,0,0,1,0,0,0,0
0.1,0.570190062312901,0.4267598082164547,0,5,96,0.0,91,0.0,0.0,0.7,206,1.0,0,0,1,0,0,0,0
7.2,0.4052633560227504,0.5150440107038297,0,7,84,0.0,751,0.0,0.04,9.8,2000,1.3,0,0,1,0,0,0,0
-8.0,0.6508084458424453,0.5273781768134383,0,16,35,0.0,403,0.0,1.1,6.3,1117,2.9,0,0,0,0,1,0,0
18.1,0.6734990772262659,0.2066438842238244,0,4,51,0.0,174,0.0,0.0,29.3,1498,0.9,0,0,0,1,0,0,0
-6.1,0.6330773361491326,0.4917311914712362,0,23,63,0.0,260,0.0,0.0,0.1,1003,1.1,0,0,0,0,1,0,0
-5.4,0.6628490009427372,0.3061548450406834,0,14,34,0.0,969,0.0,0.8,9.7,1786,1.9,1,1,0,0,0,0,0
21.8,0.5270807856847907,0.3135764181761492,0,12,97,0.0,218,0.0,0.46,22.4,945,1.0,0,0,0,1,0,0,0
22.3,0.3202000274145591,0.5395377756736273,0,2,85,0.0,632,0.0,0.0,25.1,1379,1.1,1,0,0,1,0,0,0
24.0,0.6330687245597819,0.2746782036466684,0,13,97,9.5,31,0.0,0.1,24.6,765,0.5,0,0,0,1,0,1,0
21.8,0.5683340208792789,0.5178888056554791,0,15,66,0.0,1011,0.0,1.55,28.8,1806,0.9,0,0,0,1,0,0,0
16.8,0.6391207257514327,0.5177163469402689,0,2,76,0.5,259,0.0,0.0,21.3,1559,2.2,0,1,0,0,0,1,0
-4.5,0.7975665347650848,0.5294948282458505,0,18,79,0.1,329,2.2,0.0,-1.4,702,1.6,0,0,0,0,1,0,1
-2.1,0.3569201843060109,0.5285827316952957,0,22,53,0.0,632,0.0,0.0,6.8,1498,0.4,1,1,0,0,0,0,0
12.4,0.5491313619882373,0.4876046944299128,0,19,38,0.0,1557,0.0,0.63,28.1,2000,2.6,0,0,0,1,0,0,0
-4.1,0.434869482155768,0.5936830604337746,0,17,21,0.0,1753,0.0,1.65,18.7,1871,2.5,0,0,1,0,0,0,0
4.9,0.5442252495753664,0.5840782894276864,0,11,42,0.0,930,0.0,2.17,18.1,1112,2.7,0,0,1,0,0,0,0
-6.5,0.733199902430202,0.5698679064811377,0,13,35,0.0,623,0.0,0.5,8.0,1895,1.3,0,1,0,0,0,0,0
-25.0,0.5199942451029923,0.3968242158335749,0,0,42,0.0,80,0.3,0.0,-15.0,1766,1.2,1,0,0,0,1,0,1
6.7,0.4756051823255811,0.6520228014995845,0,1,60,0.0,362,0.0,0.0,14.4,580,1.7,0,0,1,0,0,0,0
1.6,0.617761020329953,0.4470981853597363,0,13,50,0.0,718,0.0,1.74,11.7,609,1.4,0,1,0,0,0,0,0
21.2,0.8342605699884345,0.6284121358842456,1,8,60,0.0,553,0.0,0.83,29.9,1772,0.8,0,0,0,1,0,0,0
-3.5,0.4970024619882793,0.4426091637283599,0,23,53,0.0,310,0.0,0.0,5.3,582,1.5,0,0,0,0,1,0,0
-8.1,0.4741073918964848,0.5578921206588643,0,10,45,0.0,235,0.0,1.17,2.6,1230,1.2,0,0,0,0,1,0,0
-16.6,0.319376944926315,0.5748841032138139,0,21,35,0.0,336,0.0,0.0,-3.3,2000,0.5,0,0,0,0,1,0,0
7.7,0.6422647365061649,0.4173933196186964,0,0,77,0.0,537,0.0,0.0,11.7,588,1.3,1,0,1,0,0,0,0
20.5,0.3212035455909834,0.376223531610026,0,5,65,0.0,196,0.0,0.0,27.7,2000,1.4,1,0,0,1,0,0,0
-13.0,0.6609787880544743,0.5313941879035688,0,10,40,0.0,311,0.0,0.64,-1.1,2000,4.5,0,0,0,0,1,0,0
21.8,0.4356775340026907,0.468153963443859,0,3,84,0.0,381,0.0,0.0,24.7,694,0.7,0,0,0,1,0,0,0
-16.9,0.4412806927858381,0.6437546793178888,0,10,43,0.0,197,0.0,0.43,-6.4,1872,1.0,0,0,0,0,1,0,0
-14.8,0.5349431179555247,0.4413856401390677,0,9,49,0.0,221,0.0,0.16,-5.8,1728,1.4,1,0,0,0,1,0,0
-10.4,0.5636778056659147,0.4506173987459458,0,1,39,0.0,382,0.0,0.0,2.1,1299,3.2,0,1,0,0,0,0,0
2.0,0.4298468531290594,0.3736541591087855,0,8,92,0.0,85,0.0,0.0,3.2,244,1.8,1,0,0,0,1,0,0
-6.3,0.3576149922797704,0.6371793674312738,0,15,40,0.0,250,0.0,0.19,6.3,498,0.3,0,0,0,0,1,0,0
0.8,0.5003758967239752,0.5847558871363493,0,11,35,0.0,981,0.0,2.13,16.4,2000,1.1,0,1,0,0,0,0,0
-13.0,0.6530223411591365,0.2533303598428931,0,7,57,0.0,245,0.8,0.0,-5.9,1686,3.1,0,0,0,0,1,0,1
-4.7,0.3225437286422806,0.4972636618851492,0,13,51,0.0,316,0.0,1.08,4.5,1108,3.8,0,0,0,0,1,0,0
-2.6,0.7395135942757372,0.4819824099007818,0,13,25,0.0,1115,0.0,2.48,17.7,1917,2.1,0,1,0,0,0,0,0
-4.2,0.5779719290986391,0.4041674804991898,0,22,82,0.0,184,2.3,0.0,-1.6,929,0.4,0,0,0,0,1,0,1
-14.2,0.6217600553900616,0.2461528598545683,0,14,24,0.0,349,0.0,1.08,4.7,1552,3.6,0,0,0,0,1,0,0
22.3,0.7509133937314025,0.4433327041417895,0,6,62,0.0,544,0.0,0.01,30.5,1583,1.3,0,0,0,1,0,0,0
21.1,0.4595831076140467,0.4173182378527219,0,17,48,0.0,1156,0.0,0.41,33.7,2000,2.3,1,0,0,1,0,0,0
-18.0,0.4544222215098153,0.5224429980663344,1,14,18,0.0,196,0.0,2.25,4.2,1976,3.3,0,0,0,0,1,0,0
-7.2,0.4082183601641021,0.231849912197072,0,4,69,0.0,46,0.0,0.0,-2.3,1411,1.1,0,0,0,0,1,0,0
-6.0,0.5443523701928429,0.4304750913284401,0,22,81,0.0,170,1.0,0.0,-3.2,492,3.9,0,0,0,0,1,0,1
23.0,0.328357771081135,0.4694501605132634,0,22,98,2.5,83,0.0,0.0,23.4,585,0.3,0,0,0,1,0,1,0
-3.0,0.564599617592066,0.5462272192027436,0,20,85,0.0,181,1.0,0.0,-0.8,836,2.9,0,0,0,0,1,0,1
19.3,0.6206341986070236,0.4728704411632406,0,1,96,0.1,254,0.0,0.0,20.0,182,3.0,0,0,0,1,0,0,0
-3.0,0.6329874423447502,0.4836642613068455,0,18,62,0.0,574,0.0,0.01,3.6,389,1.4,0,0,0,0,1,0,0
-14.5,0.5965911474070019,0.3521889330741851,1,20,38,0.0,145,0.0,0.0,-2.1,2000,2.0,1,0,0,0,1,0,0
-18.6,0.6508760479185375,0.4306290864390795,0,9,36,0.0,326,0.0,0.1,-5.9,1941,5.1,0,0,0,0,1,0,0
-23.3,0.3223658533065848,0.3217373822901501,0,15,32,0.0,181,1.0,1.04,-9.7,2000,3.6,0,0,0,0,1,0,1
-4.7,0.7519710628524485,0.2289761856393804,0,18,61,0.0,210,0.0,0.0,2.0,2000,3.0,1,0,0,0,1,0,0
-6.3,0.4466282425038599,0.645539522248979,0,15,40,0.0,250,0.0,0.19,6.3,498,0.3,0,0,0,0,1,0,0
7.9,0.4619490322119241,0.4525605972199278,0,21,61,0.0,1833,0.0,0.0,15.4,1959,1.1,0,0,1,0,0,0,0
-4.7,0.4147574818030727,0.5136173272429782,0,0,62,0.0,474,0.0,0.0,1.8,1411,1.6,0,1,0,0,0,0,0
-6.6,0.4837818800776257,0.4131751525616181,0,11,36,0.0,782,0.0,1.98,7.5,1993,1.4,0,1,0,0,0,0,0
20.8,0.5506474340110933,0.4588900717471144,0,5,83,0.0,327,0.0,0.0,23.9,780,0.4,0,0,0,1,0,0,0
-23.3,0.5251988932200076,0.341627453145838,0,6,40,0.0,94,0.0,0.0,-12.5,1991,3.4,0,0,0,0,1,0,0
-3.9,0.6273125508098901,0.4000509063561547,0,7,69,0.0,318,0.0,0.0,1.1,418,0.6,0,0,0,0,1,0,0
-9.4,0.5282803666207305,0.4633902334722376,0,11,29,0.0,699,0.0,1.55,7.5,1926,1.3,0,1,0,0,0,0,0
9.0,0.4951738476643494,0.4675220786325489,0,14,30,0.0,1448,0.0,3.14,28.3,1025,2.3,1,0,1,0,0,0,0
6.8,0.8810813171339227,0.4245130759010783,0,13,24,0.0,1334,0.0,3.42,29.6,1873,2.4,1,0,0,1,0,0,0
-2.7,0.3990542387641548,0.5487328289209198,0,3,71,0.0,145,0.0,0.0,2.0,534,1.2,1,0,0,0,1,0,0
-19.4,0.4096635379964416,0.4987229742663843,0,4,50,0.0,52,0.0,0.0,-11.0,1718,0.8,0,0,0,0,1,0,0
2.3,0.5632669481847288,0.5369596701405663,0,23,80,0.0,243,0.0,0.0,5.5,258,2.7,0,0,0,0,1,0,0
19.9,0.5519085508463925,0.6090475853241952,0,8,81,0.0,825,0.0,0.37,23.4,313,0.5,1,0,0,1,0,0,0
-0.3,0.4463279889787307,0.5988465383595412,0,19,67,0.0,573,0.0,0.02,5.3,1314,2.6,1,0,1,0,0,0,0
-16.5,0.5490207003742127,0.3945005786179727,1,17,29,0.0,260,0.0,0.21,-0.7,2000,2.0,0,0,0,0,1,0,0
-7.6,0.5263405511232246,0.4299623760380596,0,2,63,0.0,107,0.0,0.0,-1.5,380,1.0,1,0,0,0,1,0,0
21.1,0.388718732643326,0.2779741085741514,0,3,80,0.0,372,0.0,0.0,24.8,1988,1.0,0,0,0,1,0,0,0
8.8,0.5987709597781126,0.5478060119632366,0,11,31,0.0,1229,0.0,2.7,27.5,1841,1.9,1,0,0,1,0,0,0
-1.2,0.386164126964757,0.5198909939033082,0,9,84,0.0,305,0.0,0.07,1.2,210,2.1,0,0,0,0,1,0,0
6.1,0.5543452856160136,0.7940948235846816,0,21,67,0.0,1464,0.0,0.0,12.1,1977,1.0,0,1,0,0,0,0,0
15.4,0.6005765925886061,0.578686672355976,0,1,50,0.0,783,0.0,0.0,26.7,884,1.8,0,0,0,1,0,0,0
-7.0,0.3487816926569771,0.4392548020614658,0,2,72,0.0,93,2.6,0.0,-2.7,990,0.9,0,0,0,0,1,0,1
23.0,0.5266119878137618,0.4811562282345498,0,13,54,0.0,703,0.0,2.56,33.6,1754,3.7,1,0,0,1,0,0,0
-4.1,0.5635568941039352,0.5195031738141525,0,17,60,0.0,366,0.8,0.16,2.9,1193,1.3,0,0,0,0,1,0,1
-9.8,0.5355718475868871,0.2220887994362162,0,5,72,0.0,45,0.0,0.0,-5.6,662,2.0,1,0,0,0,1,0,0
10.9,0.6602373012677731,0.6888858134931185,0,11,33,0.0,844,0.0,2.85,28.8,1951,2.2,0,0,0,1,0,0,0
-12.3,0.5183557580307075,0.4791323713648588,0,5,41,0.0,37,0.0,0.0,-0.7,1442,0.9,1,0,0,0,1,0,0
1.7,0.4301894433145001,0.4441474848209618,0,19,95,0.0,19,0.0,0.0,2.5,838,1.9,0,0,0,0,1,0,0
10.3,0.6429808521601457,0.3823728496846251,0,14,42,0.0,1970,0.0,1.93,24.1,1770,1.2,0,0,1,0,0,0,0
-15.1,0.4814972529923635,0.2912294523801455,0,6,50,0.0,135,0.0,0.0,-6.4,1593,1.5,0,0,1,0,0,0,0
-2.0,0.382895459984644,0.4532212054095042,0,6,71,0.0,115,0.0,0.0,2.7,270,1.1,0,0,0,0,1,0,0
-22.6,0.6581365867894347,0.3982700500463136,0,14,28,0.0,173,0.0,1.14,-7.2,1990,2.3,0,0,0,0,1,0,0
-9.8,0.4126654411922284,0.3893403948726788,1,12,46,0.0,311,0.0,2.49,0.5,1172,4.7,0,0,1,0,0,0,0
-2.6,0.4579210066876576,0.5591489052717602,0,12,50,0.0,650,0.0,2.47,7.1,909,2.2,1,0,1,0,0,0,0
12.3,0.5932542789197601,0.40645561430464,0,1,79,0.0,295,0.0,0.0,16.0,716,1.0,0,0,1,0,0,0,0
-15.2,0.5934844435227413,0.3723704321046203,0,13,30,0.0,270,0.0,2.11,0.3,1697,1.4,0,0,0,0,1,0,0
15.6,0.7024482928142649,0.5660843803148655,0,8,70,0.0,2253,0.0,0.38,21.4,1986,1.5,0,1,0,0,0,0,0
-1.7,0.4313802522587536,0.517660046054345,0,19,60,0.0,718,0.0,0.02,5.4,990,3.9,0,0,1,0,0,0,0
15.4,0.664937008758352,0.6258242797831223,0,17,72,0.0,1475,0.0,0.11,20.7,2000,3.4,0,0,0,1,0,0,0
16.0,0.5780693820698376,0.4927570545062937,0,10,69,0.0,914,0.0,2.04,22.0,488,2.0,0,0,0,1,0,0,0
5.9,0.5992257640884959,0.4614341529488184,1,7,72,0.0,262,0.0,0.03,10.8,2000,0.9,0,1,0,0,0,0,0
-3.2,0.6050542530687992,0.4071543867603233,0,13,84,0.0,76,5.0,0.09,-0.9,333,1.2,0,0,0,0,1,0,1
-14.7,0.7500580775554881,0.2793684966178322,1,7,40,0.0,55,0.0,0.0,-3.0,2000,0.9,0,0,0,0,1,0,0
8.3,0.410985876580768,0.4786223609597897,0,20,75,0.0,1464,0.0,0.0,12.7,433,2.0,0,1,0,0,0,0,0
10.7,0.6435293075574483,0.5724371000764343,0,17,49,0.0,1569,0.0,1.28,22.0,1582,3.7,0,0,1,0,0,0,0
0.8,0.4754711620406055,0.6634873280930026,0,7,73,0.0,1142,0.0,0.01,5.3,2000,0.7,0,1,0,0,0,0,0
-7.1,0.4901119269984976,0.4177931691968338,0,15,57,0.0,303,0.0,0.36,0.4,1179,2.4,0,0,0,0,1,0,0
-12.5,0.4182468215596957,0.478744935716907,0,4,44,0.0,50,0.0,0.0,-1.9,1907,0.7,0,0,0,0,1,0,0
-12.9,0.42238871523376,0.3486712089131456,0,7,56,0.0,127,0.0,0.0,-5.5,1950,0.8,1,0,0,0,1,0,0
8.0,0.4979604518425375,0.6432947010514438,0,15,27,0.0,1877,0.0,2.9,28.9,2000,1.8,1,1,0,0,0,0,0
14.5,0.59150499077718,0.4637237181306701,0,3,63,0.0,285,0.0,0.0,21.9,2000,1.3,0,0,0,1,0,0,0
6.5,0.5198949931006657,0.6346992671324232,0,22,71,0.0,1281,0.0,0.0,11.6,1858,0.2,0,1,0,0,0,0,0
-19.1,0.5256934492760413,0.329821615679401,0,16,24,0.0,401,0.0,0.56,-1.1,2000,3.4,0,0,0,0,1,0,0
7.7,0.5581459602338779,0.3632233206441223,0,23,84,0.0,676,0.0,0.0,10.3,250,1.3,1,1,0,0,0,0,0
-2.5,0.6470301237041839,0.4055777331564612,0,9,53,0.0,867,0.0,0.21,6.4,1486,0.7,0,1,0,0,0,0,0
1.3,0.3546758727728747,0.4746162497541001,0,13,87,0.0,182,2.1,0.54,3.3,230,1.1,1,0,0,0,1,0,1
9.6,0.5965757580592106,0.5178892087179038,0,12,31,0.0,1374,0.0,2.93,28.4,1849,2.7,1,0,0,1,0,0,0
-1.4,0.6376506269767899,0.3510592020430236,0,12,51,0.0,310,0.0,0.75,8.1,367,1.4,0,0,0,0,1,0,0
13.3,0.2427871338493608,0.5216056605321342,0,21,96,18.0,21,0.0,0.0,14.0,292,4.1,0,1,0,0,0,1,0
-21.4,0.8258779991936214,0.4972678184221378,0,16,23,0.0,269,0.0,0.57,-3.2,2000,2.7,0,0,0,0,1,0,0
-4.4,0.6625248575809811,0.6269868297342788,0,3,89,0.0,79,2.2,0.0,-2.9,288,1.3,0,0,0,0,1,0,1
5.6,0.5328732113877279,0.6349674991507303,0,11,42,0.0,1012,0.0,3.13,18.9,2000,3.8,0,0,1,0,0,0,0
9.1,0.3986104373484172,0.4829882562252701,0,7,60,0.0,583,0.0,0.47,17.0,1993,1.1,1,0,0,1,0,0,0
18.9,0.591983067547613,0.3704585094613112,0,3,65,0.0,255,0.0,0.0,26.1,2000,0.6,0,0,0,1,0,0,0
